mine,area_id,latitude,longitude,depth,ore_thickness,rock_density,moisture,iron_content,silica_content,geological_indicator_1,geological_indicator_2,historical_nearby_production,Mn_grade
Munsar Mine,MUN-DH058,21.3859,79.29877,154.3,11.29,3.4,1.65,5.12,18.88,0.677,0.804,74932,37.4
Munsar Mine,MUN-DH059,21.3976,79.28499,126.6,7.77,3.41,2.77,11.51,12.35,-0.296,0.546,29703,29.64
Munsar Mine,MUN-DH060,21.39397,79.30452,137.0,1.5,3.58,3.58,10.39,13.42,0.799,0.802,51259,25.87
Gumgaon Mine,GUM-DH001,21.39017,78.99056,203.8,6.73,3.75,6.44,11.05,14.87,0.653,0.363,56573,29.37
Gumgaon Mine,GUM-DH002,21.37651,78.99347,185.1,10.35,3.77,7.61,4.3,12.33,0.921,0.651,64441,43.52
Gumgaon Mine,GUM-DH003,21.39465,78.97868,143.8,10.11,4.19,5.94,4.3,12.98,-0.105,0.537,23922,32.21
Gumgaon Mine,GUM-DH004,21.37691,78.97432,46.2,9.28,4.22,7.25,4.24,15.43,0.019,0.54,20744,37.91
Gumgaon Mine,GUM-DH005,21.41228,78.99582,129.3,9.19,3.55,6.99,12.91,22.62,0.368,0.217,56546,26.09
Gumgaon Mine,GUM-DH006,21.39222,78.95941,211.9,8.28,4.02,2.05,4.44,15.87,0.087,0.68,28936,33.56
Gumgaon Mine,GUM-DH007,21.39498,78.97481,203.8,4.51,3.6,3.24,8.19,13.06,-0.638,0.231,26334,22.02
Gumgaon Mine,GUM-DH008,21.3918,78.96953,94.3,4.48,3.55,5.94,6.33,12.38,-0.722,0.64,30696,23.79
Gumgaon Mine,GUM-DH009,21.38828,78.9657,118.6,8.16,3.51,1.84,5.7,15.1,0.223,0.622,64024,32.62
Gumgaon Mine,GUM-DH010,21.38172,79.00007,167.6,8.11,3.96,7.63,8.42,21.36,-0.613,0.815,69619,28.07
Gumgaon Mine,GUM-DH011,21.38951,78.98198,161.8,8.52,3.89,2.96,12.18,11.25,0.26,0.903,34269,34.37
Gumgaon Mine,GUM-DH012,21.40554,79.00332,115.1,1.51,3.9,3.71,5.62,15.76,0.532,0.632,16535,21.8
Gumgaon Mine,GUM-DH013,21.37125,79.00008,184.5,4.56,4.08,6.49,7.81,17.12,-0.106,0.646,44713,28.79
Gumgaon Mine,GUM-DH014,21.38314,78.9999,142.9,9.28,3.86,6.46,6.24,17.35,0.343,0.169,70368,33.97
Gumgaon Mine,GUM-DH015,21.39481,78.98353,143.2,5.97,3.98,6.68,13.08,10.35,-0.725,0.196,62542,26.32
Gumgaon Mine,GUM-DH016,21.39081,78.99221,41.8,9.62,4.33,7.19,4.0,19.09,-0.586,0.231,43594,31.98
Gumgaon Mine,GUM-DH017,21.3856,78.9881,63.0,8.22,3.73,5.09,6.89,24.35,0.848,0.483,73833,34.4
Gumgaon Mine,GUM-DH018,21.36651,79.00852,105.2,2.51,3.71,3.83,4.5,17.43,0.416,0.822,32069,26.76
Gumgaon Mine,GUM-DH019,21.40916,79.00248,71.0,8.43,3.81,3.5,7.62,14.27,0.131,0.683,39816,35.29
Gumgaon Mine,GUM-DH020,21.41232,79.0012,54.7,11.47,4.1,2.35,4.15,8.36,0.448,0.528,37261,45.61
Gumgaon Mine,GUM-DH021,21.41561,78.96343,153.3,5.48,3.88,6.47,8.04,18.48,-0.526,0.548,44987,23.22
Gumgaon Mine,GUM-DH022,21.37539,78.98943,140.3,9.92,3.65,4.66,9.19,14.81,-0.189,0.961,46066,35.37
Gumgaon Mine,GUM-DH023,21.40134,78.96486,120.8,8.31,3.55,6.11,13.34,25.69,0.552,0.509,13242,27.09
Gumgaon Mine,GUM-DH024,21.38972,78.99628,217.6,2.0,4.07,6.53,4.5,12.94,-0.232,0.785,39414,24.21
Gumgaon Mine,GUM-DH025,21.39173,78.98266,171.8,5.54,4.41,6.53,4.34,12.49,0.811,0.759,56707,37.35
Gumgaon Mine,GUM-DH026,21.38976,78.96765,33.9,11.4,4.25,5.43,4.78,12.45,0.06,0.849,26616,42.79
Gumgaon Mine,GUM-DH027,21.37273,78.97325,196.9,1.35,3.52,2.6,5.44,18.24,-0.046,0.811,25504,18.43
Gumgaon Mine,GUM-DH028,21.40607,79.0023,92.8,2.07,3.55,7.38,8.71,9.93,0.938,0.778,23942,25.63
Gumgaon Mine,GUM-DH029,21.38811,78.99108,66.1,8.76,3.76,5.55,5.1,21.35,-0.548,0.451,28192,28.26
Gumgaon Mine,GUM-DH030,21.39273,78.97819,166.1,6.09,3.55,6.98,12.81,7.23,-0.042,0.697,72438,27.61
Gumgaon Mine,GUM-DH031,21.40024,78.96125,209.0,7.77,4.4,4.22,12.15,24.44,-0.247,0.335,14585,24.69
Gumgaon Mine,GUM-DH032,21.40476,78.99665,171.9,7.26,3.6,3.63,5.71,20.12,0.136,0.692,63723,28.71
Gumgaon Mine,GUM-DH033,21.3667,78.96408,44.5,5.79,3.63,3.28,4.23,10.67,-0.685,0.926,51993,32.99
Gumgaon Mine,GUM-DH034,21.398,78.9946,47.7,10.02,3.54,5.64,9.38,24.1,0.891,0.888,54609,33.47
Gumgaon Mine,GUM-DH035,21.37877,78.98255,212.7,7.78,4.37,3.24,12.58,15.11,0.536,0.385,18852,35.09
Gumgaon Mine,GUM-DH036,21.38524,78.97583,35.6,11.04,3.68,4.28,12.82,16.34,0.249,0.257,40968,36.02
Gumgaon Mine,GUM-DH037,21.37329,78.99764,67.6,7.83,4.36,6.01,4.69,8.96,0.178,0.321,37874,38.25
Gumgaon Mine,GUM-DH038,21.39812,79.00584,157.8,3.94,4.14,7.2,8.9,17.92,0.842,0.532,37216,28.62
Gumgaon Mine,GUM-DH039,21.4083,78.99825,182.2,6.76,3.4,7.51,8.58,22.54,0.171,0.923,32048,25.52
Gumgaon Mine,GUM-DH040,21.39771,79.00714,41.8,6.71,4.41,2.01,11.28,15.73,0.316,0.255,10635,29.73
Gumgaon Mine,GUM-DH041,21.38531,78.96875,164.1,10.43,4.06,3.76,10.01,8.61,0.474,0.223,20937,36.15
Gumgaon Mine,GUM-DH042,21.39056,78.96235,132.7,4.37,3.96,6.76,13.46,15.54,-0.783,0.149,60781,19.02
Gumgaon Mine,GUM-DH043,21.36824,78.96511,186.6,8.07,3.88,5.77,5.42,23.61,0.193,0.914,10471,31.72
Gumgaon Mine,GUM-DH044,21.38966,79.0051,32.8,8.42,3.54,2.59,6.92,7.95,0.579,0.501,19436,37.52
Gumgaon Mine,GUM-DH045,21.39565,79.00009,45.0,6.32,4.24,2.89,8.05,22.28,0.611,0.964,53453,33.88
Gumgaon Mine,GUM-DH046,21.3949,78.96607,192.5,9.37,4.2,5.24,5.15,13.37,-0.596,0.465,54652,38.39
Gumgaon Mine,GUM-DH047,21.39377,78.98113,210.6,1.62,3.5,6.84,11.39,18.64,-0.822,0.529,8425,14.0
Gumgaon Mine,GUM-DH048,21.39869,79.00355,107.6,9.52,4.21,5.86,10.08,10.92,0.092,0.463,70852,39.7
Gumgaon Mine,GUM-DH049,21.39663,78.96108,59.9,6.35,4.4,5.45,7.3,21.87,-0.842,0.307,15873,24.41
Gumgaon Mine,GUM-DH050,21.3842,78.99726,132.6,3.46,4.21,5.65,5.84,12.25,0.584,0.703,72894,33.67
Gumgaon Mine,GUM-DH051,21.38982,78.96802,158.9,1.64,4.08,3.3,7.18,15.26,0.599,0.767,10902,25.23
Gumgaon Mine,GUM-DH052,21.37489,78.99847,121.5,2.4,4.34,6.04,7.1,18.26,-0.492,0.696,29821,19.67
Gumgaon Mine,GUM-DH053,21.40505,78.97551,43.3,8.8,4.31,3.87,8.47,11.19,0.022,0.884,17711,40.41
Gumgaon Mine,GUM-DH054,21.38547,78.96602,169.0,7.71,4.42,2.77,10.58,9.42,-0.743,0.22,65061,30.93
Gumgaon Mine,GUM-DH055,21.38903,78.96776,92.9,10.33,4.03,6.47,9.81,19.12,-0.544,0.954,65285,39.58
Gumgaon Mine,GUM-DH056,21.39056,79.00898,143.1,9.82,3.69,6.1,6.34,20.99,-0.261,0.61,67752,34.49
Gumgaon Mine,GUM-DH057,21.39569,78.96665,139.4,1.25,4.43,1.75,11.3,15.94,-0.789,0.567,40111,21.96
Gumgaon Mine,GUM-DH058,21.38872,78.97123,136.4,1.33,4.17,7.48,6.81,9.52,0.316,0.18,40145,21.87
Gumgaon Mine,GUM-DH059,21.38134,78.99437,196.9,8.9,3.43,4.37,12.3,21.66,-0.12,0.795,32818,24.39
Gumgaon Mine,GUM-DH060,21.40912,78.96273,204.1,4.63,3.43,4.18,12.99,12.13,0.126,0.799,60775,26.85
Sitapatore Mine,SIT-DH001,21.52225,79.76004,157.5,1.76,4.39,5.75,5.05,23.87,-0.192,0.645,32493,22.73
Sitapatore Mine,SIT-DH002,21.52155,79.75147,59.4,11.31,3.65,2.22,12.92,16.09,0.194,0.944,22056,38.2
Sitapatore Mine,SIT-DH003,21.55545,79.72727,86.7,3.95,4.11,3.25,7.28,8.2,0.025,0.563,16222,27.59
Sitapatore Mine,SIT-DH004,21.54484,79.73061,136.3,9.44,4.39,6.6,4.62,24.88,0.755,0.503,13371,32.24
Sitapatore Mine,SIT-DH005,21.5631,79.73042,198.4,2.33,3.69,5.89,12.31,16.43,0.087,0.652,27642,21.79
Sitapatore Mine,SIT-DH006,21.5248,79.73334,103.6,7.84,3.71,1.9,6.21,23.56,0.855,0.667,35583,31.45
Sitapatore Mine,SIT-DH007,21.53534,79.7483,81.8,7.31,4.13,6.8,6.89,15.46,-0.612,0.795,19506,29.77
Sitapatore Mine,SIT-DH008,21.56674,79.75449,30.2,4.84,3.88,2.55,10.76,24.56,-0.337,0.956,64235,28.73
Sitapatore Mine,SIT-DH009,21.55284,79.74932,49.9,3.65,3.44,3.49,6.47,9.4,-0.518,0.595,10324,21.16
Sitapatore Mine,SIT-DH010,21.53685,79.74299,51.6,4.31,4.37,4.05,5.38,16.49,-0.026,0.382,8288,28.47
Sitapatore Mine,SIT-DH011,21.55512,79.76478,82.8,8.47,3.9,3.33,13.32,24.94,0.183,0.229,45871,29.26
Sitapatore Mine,SIT-DH012,21.55266,79.75258,187.9,2.64,3.98,3.44,11.99,14.63,-0.047,0.181,11687,17.24
Sitapatore Mine,SIT-DH013,21.55027,79.74517,62.6,10.84,3.69,1.64,8.23,17.23,0.359,0.177,42290,34.5
Sitapatore Mine,SIT-DH014,21.54845,79.76317,189.5,4.92,3.56,6.88,7.54,14.02,-0.338,0.409,73494,25.62
Sitapatore Mine,SIT-DH015,21.56192,79.72038,156.1,5.78,4.44,6.56,11.65,12.48,0.897,0.473,68061,37.33
Sitapatore Mine,SIT-DH016,21.5225,79.72639,109.3,10.14,4.44,1.92,11.18,25.24,-0.691,0.46,69266,34.02
Sitapatore Mine,SIT-DH017,21.53893,79.74379,152.8,8.98,3.54,2.67,9.26,14.25,-0.774,0.827,63917,29.08
Sitapatore Mine,SIT-DH018,21.54137,79.71734,22.0,3.91,4.4,6.76,10.21,15.98,0.757,0.467,40956,34.01
Sitapatore Mine,SIT-DH019,21.55259,79.72824,43.6,4.06,4.44,1.92,9.52,21.17,0.168,0.864,50076,27.83
Sitapatore Mine,SIT-DH020,21.52418,79.74163,127.9,9.91,3.57,1.87,12.34,13.07,-0.606,0.244,26269,27.13
Sitapatore Mine,SIT-DH021,21.53918,79.76161,87.3,4.19,3.96,7.4,11.28,16.76,-0.52,0.183,58426,18.67
Sitapatore Mine,SIT-DH022,21.55954,79.75025,77.2,8.26,4.12,2.1,11.82,18.02,-0.827,0.556,32992,26.96
Sitapatore Mine,SIT-DH023,21.54244,79.73302,189.9,2.25,3.56,2.89,12.52,10.58,0.254,0.832,43219,20.93
Sitapatore Mine,SIT-DH024,21.55602,79.7217,106.6,1.99,4.26,7.32,6.96,16.11,-0.197,0.819,67612,26.64
Sitapatore Mine,SIT-DH025,21.54808,79.75418,84.7,8.51,3.43,6.63,12.14,11.22,-0.594,0.299,16398,25.42
Sitapatore Mine,SIT-DH026,21.55274,79.7552,35.9,9.18,4.2,1.77,11.53,9.05,0.074,0.152,15968,34.42
Sitapatore Mine,SIT-DH027,21.53085,79.71931,144.9,8.97,4.22,7.3,12.56,10.9,-0.517,0.409,14082,32.55
Sitapatore Mine,SIT-DH028,21.56564,79.73339,51.2,6.36,4.16,3.02,4.94,17.83,0.191,0.112,22539,24.99
Sitapatore Mine,SIT-DH029,21.52778,79.73009,188.2,6.73,4.42,2.12,8.79,11.07,0.424,0.422,47488,29.79
Sitapatore Mine,SIT-DH030,21.52724,79.73374,91.7,3.41,3.64,2.21,5.17,25.71,-0.651,0.22,59072,19.13
Sitapatore Mine,SIT-DH031,21.55344,79.74386,29.0,4.58,3.52,3.29,6.96,18.41,0.907,0.491,45112,27.57
Sitapatore Mine,SIT-DH032,21.52764,79.71948,177.0,6.1,4.11,2.63,8.67,25.98,-0.661,0.485,52123,26.42
Sitapatore Mine,SIT-DH033,21.52245,79.72317,95.6,7.28,3.51,7.33,4.61,25.58,0.905,0.398,47862,30.16
Sitapatore Mine,SIT-DH034,21.56011,79.75226,73.0,8.55,4.01,3.22,10.12,22.0,-0.13,0.519,48412,30.52
Sitapatore Mine,SIT-DH035,21.53842,79.74023,73.1,9.11,3.51,3.08,9.97,16.45,-0.608,0.188,11541,26.79
Sitapatore Mine,SIT-DH036,21.5668,79.73513,147.1,2.77,4.05,2.11,11.14,8.45,0.532,0.798,21529,29.29
Sitapatore Mine,SIT-DH037,21.5513,79.74051,69.9,4.74,4.3,4.94,4.3,25.1,-0.075,0.905,33703,27.83
Sitapatore Mine,SIT-DH038,21.54118,79.71764,124.4,10.06,3.72,5.95,5.28,16.34,0.438,0.529,15329,35.3
Sitapatore Mine,SIT-DH039,21.55195,79.749,148.2,7.09,3.9,6.88,7.72,16.63,0.04,0.954,49335,29.03
Sitapatore Mine,SIT-DH040,21.53422,79.71741,29.8,9.82,3.77,6.17,12.47,7.51,-0.236,0.186,31125,36.56
Sitapatore Mine,SIT-DH041,21.53607,79.73356,143.8,3.75,4.08,5.23,4.62,24.3,-0.301,0.397,9321,18.75
Sitapatore Mine,SIT-DH042,21.56137,79.7444,188.2,3.95,4.13,5.2,7.59,25.73,-0.147,0.604,62158,25.28
Sitapatore Mine,SIT-DH043,21.5232,79.74976,83.6,6.38,4.2,3.64,7.45,18.68,-0.065,0.537,64771,32.2
Sitapatore Mine,SIT-DH044,21.54499,79.73037,30.3,11.46,3.82,2.92,4.87,21.11,0.67,0.183,30568,32.77
Sitapatore Mine,SIT-DH045,21.52156,79.75606,109.4,3.36,4.24,5.6,11.64,12.74,-0.071,0.575,21405,23.29
Sitapatore Mine,SIT-DH046,21.54086,79.75417,54.9,1.39,4.14,6.94,6.02,17.96,0.882,0.753,39309,29.9
Sitapatore Mine,SIT-DH047,21.56506,79.74264,135.1,9.12,3.86,5.07,8.96,18.91,-0.194,0.23,18082,26.55
Sitapatore Mine,SIT-DH048,21.53997,79.73193,175.0,1.86,3.61,4.1,10.14,22.65,-0.388,0.629,35193,14.11
Sitapatore Mine,SIT-DH049,21.52388,79.7256,66.9,9.72,3.89,5.03,10.15,15.29,-0.783,0.24,17141,27.48
Sitapatore Mine,SIT-DH050,21.55113,79.7248,179.1,11.13,3.91,1.63,4.8,23.33,0.233,0.863,68339,40.84
Sitapatore Mine,SIT-DH051,21.53855,79.73417,143.1,2.13,4.39,6.06,5.06,9.67,0.472,0.921,42971,34.05
Sitapatore Mine,SIT-DH052,21.56478,79.72859,185.1,3.65,3.53,6.58,9.55,13.26,-0.148,0.759,23808,17.72
Sitapatore Mine,SIT-DH053,21.53934,79.72321,53.9,11.19,3.86,3.1,8.66,18.2,-0.176,0.935,29205,33.81
Sitapatore Mine,SIT-DH054,21.56637,79.75997,194.7,4.94,4.15,6.67,13.18,7.4,0.24,0.84,52369,33.18
Sitapatore Mine,SIT-DH055,21.56524,79.75053,167.3,3.67,3.98,3.45,7.45,25.21,0.612,0.207,66086,25.08
Sitapatore Mine,SIT-DH056,21.56369,79.73565,202.3,3.83,3.49,6.68,6.0,11.47,0.752,0.906,50301,27.57
Sitapatore Mine,SIT-DH057,21.56217,79.75434,96.6,1.55,4.31,6.69,8.48,24.87,-0.107,0.84,56065,26.03
Sitapatore Mine,SIT-DH058,21.55942,79.75092,115.1,4.82,4.03,6.62,8.31,21.02,-0.801,0.146,50987,18.25
Sitapatore Mine,SIT-DH059,21.54971,79.75555,46.7,5.33,4.06,3.48,5.5,8.56,0.079,0.953,63652,36.39
Sitapatore Mine,SIT-DH060,21.55249,79.75563,80.6,6.13,4.17,3.14,11.85,20.06,0.589,0.275,35771,25.47
Beldongri Mine,BEL-DH001,21.34619,79.31292,191.6,10.31,3.64,7.47,10.15,24.54,0.278,0.898,73267,34.04
Beldongri Mine,BEL-DH002,21.34554,79.28915,98.5,3.88,3.49,3.82,5.11,25.0,0.443,0.483,69639,26.21
Beldongri Mine,BEL-DH003,21.35979,79.30278,42.4,8.55,3.6,6.93,6.74,21.86,0.04,0.215,65375,24.07
Beldongri Mine,BEL-DH004,21.35125,79.30296,96.6,5.41,3.55,3.33,9.87,11.97,0.783,0.425,53846,25.8
Beldongri Mine,BEL-DH005,21.36001,79.26962,45.1,4.53,4.13,5.83,10.73,20.55,0.475,0.325,14384,26.63
Beldongri Mine,BEL-DH006,21.34884,79.31451,201.0,10.88,4.42,5.27,4.43,21.22,-0.393,0.645,28268,34.35
Beldongri Mine,BEL-DH007,21.35683,79.28765,195.8,6.96,4.01,3.14,12.84,16.57,0.73,0.216,29260,26.81
Beldongri Mine,BEL-DH008,21.34294,79.27131,44.1,10.18,4.28,6.21,6.69,24.6,0.728,0.639,59025,39.02
Beldongri Mine,BEL-DH009,21.35029,79.28475,182.2,4.45,4.44,6.31,12.1,9.87,0.333,0.802,11566,30.47
Beldongri Mine,BEL-DH010,21.33889,79.28211,148.5,5.7,4.44,7.34,7.39,7.78,0.426,0.527,41030,35.42
Beldongri Mine,BEL-DH011,21.37939,79.31244,43.3,2.16,4.31,2.64,8.83,10.2,-0.359,0.884,47240,23.71
Beldongri Mine,BEL-DH012,21.3634,79.29764,96.2,1.99,4.21,5.76,4.25,23.86,0.376,0.699,34409,21.82
Beldongri Mine,BEL-DH013,21.36662,79.31666,172.2,2.78,3.49,6.73,8.31,19.53,0.869,0.623,8389,23.37
Beldongri Mine,BEL-DH014,21.38464,79.28535,153.1,8.76,4.41,5.09,4.46,11.02,0.309,0.384,11721,34.6
Beldongri Mine,BEL-DH015,21.34064,79.3167,89.9,5.31,3.59,7.58,4.85,23.44,0.684,0.243,60226,25.27
Beldongri Mine,BEL-DH016,21.3698,79.27513,109.6,5.65,4.25,3.45,5.25,20.01,0.348,0.832,42348,34.76
Beldongri Mine,BEL-DH017,21.36158,79.31337,107.0,7.0,3.84,6.27,9.83,22.41,-0.069,0.475,10709,22.84
Beldongri Mine,BEL-DH018,21.34831,79.30341,49.0,6.3,4.06,4.81,8.15,12.52,0.783,0.52,17957,34.63
Beldongri Mine,BEL-DH019,21.34349,79.31425,173.0,6.59,3.71,1.8,4.43,8.45,-0.656,0.474,14330,23.76
Beldongri Mine,BEL-DH020,21.34977,79.28184,35.8,6.39,3.52,5.67,5.73,10.41,-0.143,0.173,66743,26.4
Beldongri Mine,BEL-DH021,21.35198,79.29846,103.2,8.1,4.06,3.17,12.28,25.37,-0.513,0.263,58051,22.24
Beldongri Mine,BEL-DH022,21.34242,79.29582,22.1,2.4,3.58,4.51,12.25,20.14,0.888,0.63,40610,21.64
Beldongri Mine,BEL-DH023,21.36802,79.3178,86.1,8.14,4.12,3.99,5.19,12.75,-0.825,0.198,9064,30.47
Beldongri Mine,BEL-DH024,21.34756,79.30153,138.3,5.69,4.06,6.48,6.86,10.63,-0.016,0.517,9462,27.0
Beldongri Mine,BEL-DH025,21.34541,79.27672,147.9,11.13,3.9,6.92,5.91,18.12,0.175,0.834,11412,37.58
Beldongri Mine,BEL-DH026,21.37275,79.31807,174.3,8.79,4.03,4.99,8.63,12.52,0.025,0.62,48970,33.7
Beldongri Mine,BEL-DH027,21.37103,79.30993,109.1,8.56,3.95,4.16,4.6,13.0,0.757,0.467,39714,31.79
Beldongri Mine,BEL-DH028,21.35444,79.30398,24.8,4.17,3.6,3.67,6.09,11.41,0.786,0.398,48341,29.62
Beldongri Mine,BEL-DH029,21.37922,79.30195,44.7,4.22,4.15,7.55,10.39,22.83,0.472,0.8,61584,30.97
Beldongri Mine,BEL-DH030,21.35122,79.30656,141.5,2.53,3.61,5.32,7.95,8.92,0.939,0.367,22032,22.55
Beldongri Mine,BEL-DH031,21.33945,79.27001,180.1,4.88,3.57,6.72,4.3,23.99,-0.735,0.479,49377,19.44
Beldongri Mine,BEL-DH032,21.34999,79.28612,85.2,1.68,4.32,3.19,10.56,9.87,0.078,0.689,55329,28.6
Beldongri Mine,BEL-DH033,21.38343,79.29099,103.6,9.87,3.52,2.17,11.43,18.6,0.855,0.825,10812,35.06
Beldongri Mine,BEL-DH034,21.38064,79.31465,49.4,4.21,3.86,4.69,4.94,20.92,0.315,0.394,17231,25.62
Beldongri Mine,BEL-DH035,21.37953,79.29106,96.1,9.12,3.66,6.6,8.8,13.49,-0.697,0.428,58575,27.47
Beldongri Mine,BEL-DH036,21.34468,79.30678,97.2,3.55,4.24,4.1,8.36,14.78,0.684,0.799,32239,32.54
Beldongri Mine,BEL-DH037,21.33859,79.27638,22.8,9.5,4.39,2.03,13.33,12.98,-0.554,0.154,58866,31.96
Beldongri Mine,BEL-DH038,21.38223,79.27199,135.1,8.55,4.09,4.77,7.82,12.62,0.376,0.587,28390,32.13
Beldongri Mine,BEL-DH039,21.37423,79.31456,22.4,4.08,3.95,7.3,8.24,20.31,-0.481,0.579,60819,22.86
Beldongri Mine,BEL-DH040,21.38148,79.30818,94.1,3.23,3.72,1.73,10.89,13.36,0.482,0.211,74459,23.01
Beldongri Mine,BEL-DH041,21.3513,79.27374,120.7,6.57,4.19,2.51,11.57,7.53,0.217,0.312,59869,32.0
Beldongri Mine,BEL-DH042,21.34262,79.2721,88.4,7.66,3.77,1.8,5.19,19.37,-0.314,0.748,38361,23.53
Beldongri Mine,BEL-DH043,21.38625,79.30937,199.6,7.03,4.34,5.45,9.66,17.13,-0.219,0.35,60581,28.32
Beldongri Mine,BEL-DH044,21.37282,79.29508,65.7,4.58,4.01,6.68,4.93,13.86,0.431,0.829,13490,27.4
Beldongri Mine,BEL-DH045,21.34021,79.31353,107.0,5.8,3.79,4.82,8.93,18.18,-0.139,0.332,41421,22.49
Beldongri Mine,BEL-DH046,21.38365,79.29358,196.8,9.69,3.55,2.3,5.23,20.51,0.418,0.86,15910,31.86
Beldongri Mine,BEL-DH047,21.34773,79.29277,155.8,10.92,3.79,7.5,7.88,18.43,-0.632,0.603,10699,29.69
Beldongri Mine,BEL-DH048,21.38665,79.28426,108.8,9.35,3.55,5.21,12.5,7.92,0.75,0.29,62881,36.73
Beldongri Mine,BEL-DH049,21.36154,79.27522,84.0,10.17,3.84,5.11,12.55,17.75,0.556,0.518,56242,32.93
Beldongri Mine,BEL-DH050,21.36234,79.29215,102.3,5.83,4.31,3.55,10.31,22.2,-0.113,0.305,34492,23.41
Beldongri Mine,BEL-DH051,21.36415,79.317,181.7,8.78,4.08,6.96,9.43,20.44,0.583,0.723,45590,35.42
Beldongri Mine,BEL-DH052,21.34672,79.30004,125.2,1.74,4.0,2.69,12.52,16.04,-0.633,0.924,20043,20.77
Beldongri Mine,BEL-DH053,21.33805,79.30844,65.3,8.47,4.33,4.3,9.77,22.33,-0.127,0.14,65752,32.78
Beldongri Mine,BEL-DH054,21.35785,79.31208,78.3,3.85,3.52,2.13,5.37,10.19,-0.39,0.179,28555,21.25
Beldongri Mine,BEL-DH055,21.35746,79.27756,132.0,4.55,3.43,1.87,7.04,14.41,-0.107,0.385,33159,21.97
Beldongri Mine,BEL-DH056,21.34723,79.30671,126.8,6.28,4.19,3.93,4.58,9.19,-0.013,0.458,40439,31.14
Beldongri Mine,BEL-DH057,21.35747,79.28079,181.0,3.97,4.41,5.75,9.27,11.68,0.563,0.368,35252,31.14
Beldongri Mine,BEL-DH058,21.34727,79.3175,88.4,11.35,4.22,4.89,12.66,15.05,-0.037,0.101,39132,35.6
Beldongri Mine,BEL-DH059,21.37857,79.28356,196.6,1.21,4.38,4.54,11.98,18.36,-0.166,0.409,50358,17.89
Beldongri Mine,BEL-DH060,21.33937,79.30606,122.7,4.3,3.82,2.27,9.29,9.65,-0.347,0.48,48900,23.93
